             NAME       GLON       GLAT     r_cl r_c_mean r_c_median r_c_mode r_c_16th r_c_84th  r_c_std r_t_mean r_t_median r_t_mode r_t_16th r_t_84th  r_t_std ell_mean ell_median ell_mode ell_16th ell_84th  ell_std theta_mean theta_median theta_mode theta_16th theta_84th theta_std   CI n_memb_k n_memb  a_f      M_mean    M_median      M_mode      M_16th      M_84th       M_std   z_mean z_median   z_mode   z_16th   z_84th   z_std   a_mean a_median  a_mode  a_16th   a_84th   a_std bf_mean bf_median bf_mode bf_16th bf_84th  bf_std Av_mean Av_median Av_mode Av_16th Av_84th  Av_std  dm_mean dm_median  dm_mode  dm_16th  dm_84th  dm_std    pmRA pmRA_std    pmDE pmDE_std         Xgc   Xgc_std         Ygc   Ygc_std        Zgc  Zgc_std        Rgc   Rgc_std  lkl N_cl    t_rlx
----------------- ---------- ---------- -------- -------- ---------- -------- -------- -------- -------- -------- ---------- -------- -------- -------- -------- -------- ---------- -------- -------- -------- -------- ---------- ------------ ---------- ---------- ---------- --------- ---- -------- ------ ---- ----------- ----------- ----------- ----------- ----------- ----------- -------- -------- -------- -------- -------- ------- -------- -------- ------- ------- -------- ------- ------- --------- ------- ------- ------- ------- ------- --------- ------- ------- ------- ------- -------- --------- -------- -------- -------- ------- ------- -------- ------- -------- ----------- --------- ----------- --------- ---------- -------- ---------- --------- ---- ---- --------
     coin-gaia_25    189.899     -0.211 0.491177 0.468273   0.469204 0.470714 0.359881 0.574718 0.105789 0.647393   0.629213 0.608561 0.566877 0.730525 0.088364 0.201722     0.1933  0.15157 0.068814 0.334026 0.120756  -0.000576          nan  -0.001552        nan        nan  0.476667 0.48       91     96  1.0   432.35489   426.37265   441.98936   322.48349   552.53207   103.42772   0.1323  0.17443  0.17296  0.03423   0.2925 0.16165  8.75449  8.75875 8.75791 8.70413  8.80504 0.05208 0.39133   0.39286 0.39293   0.375 0.41071 0.01789 0.56735   0.54272 0.52737 0.47671 0.68925 0.10674  9.55343   9.55782  9.57155   9.5034  9.60085 0.04635  -0.501    0.106  -2.646    0.099  -9133.6965   15.9215    -138.095    5.0146    26.7744   3.0345  9134.8622   15.9544 1.83  113  103.453
     coin-gaia_26    190.009      -9.01 0.285472 0.114509   0.104729 0.091229 0.071817 0.162172 0.044549 0.318364   0.295853 0.266948 0.243345 0.403062 0.081638 0.413902   0.427563  0.44525 0.303147  0.52404 0.113083  -0.250631          nan  -0.209478        nan        nan  0.199648 0.58      104    101  1.0    554.9308   529.29331   493.46954   468.09405   652.17883     91.3528 -0.61589 -0.42536 -0.66781 -0.48779 -0.37955 0.10423  8.49865  8.54875 8.55568 8.37397  8.57169 0.11493 0.42294   0.42105 0.42399 0.39474 0.44737 0.02754 1.75013   1.75747 1.77859 1.65806 1.83129  0.0901 10.57686  10.58203 10.58712 10.50229 10.63914 0.07392   0.258    0.086  -2.384    0.095  -9694.1416   52.0119   -239.2235     9.844  -186.2194   8.9955  9698.8407   52.3529  1.7  114   58.412
     coin-gaia_27    192.728     -8.387 0.522797 0.160335   0.138846 0.119358 0.097687 0.226966 0.074166 0.723476   0.723408  0.70804 0.526354 0.926936 0.177305 0.262718   0.262054 0.275967 0.092841 0.423155 0.149695   0.534392          nan   0.718193        nan        nan  0.598984  0.7       74     73  1.0   321.76936   323.06957   325.89598   254.99331   381.87544    63.36655 -0.19404 -0.41179 -0.06809 -0.62481 -0.07591 0.28699  9.06707  9.07147 9.07371 8.99635  9.14534 0.07978  0.3387   0.33333 0.33524 0.30303 0.36364 0.03289 1.34003   1.29514 1.23122 1.11603 1.61191 0.22887 10.09025  10.08942 10.08892 10.04834 10.13407 0.04091   0.684    0.088  -3.591    0.083  -9377.7444   12.8425   -233.4733    6.1636    -126.58   4.4986  9381.6337   12.8903 1.06   67   60.381
     coin-gaia_28    200.041      -0.63 0.272928 0.146958   0.145092 0.129447 0.097291 0.196021 0.046926 0.254186   0.242766 0.232858 0.210906 0.293924 0.052232 0.197584    0.18065 0.092234   0.0539 0.340286 0.132981    0.48439          nan   0.796304        nan        nan  0.706821 0.79       92    103  1.0   865.75584   861.38256   844.40276   736.17365   983.18475   114.47988  -0.3548 -0.47324 -0.49189 -0.54385 -0.32431 0.14546  7.72884  7.67352 7.63641  7.5968   7.9266 0.15291 0.46614   0.46561 0.46929 0.44444 0.48677 0.01941 1.19469     1.202 1.20941 1.11404 1.27535 0.07012  10.9868  10.99209 11.01851 10.81936 11.14213 0.14871  -1.124    0.134  -0.971    0.116  -9901.4369  107.9283   -566.9911   39.1982    13.7344   3.5648   9917.295  109.9925 1.74  190   86.806
     coin-gaia_41    190.126     -2.348 0.309895 0.188912    0.18271 0.163343  0.12325 0.254647 0.063906 0.350077   0.336158 0.312042 0.281264 0.418262 0.074513 0.219695   0.208872 0.131743 0.071214 0.366542 0.135395   -0.17049          nan  -0.194786        nan        nan  0.538393 0.68       80     88  1.0   943.35029   931.11453   907.75999    833.4931  1053.33784   119.76164 -0.07058  0.03747  0.06743 -0.14877  0.15685 0.18812  8.69016  8.69554 8.68983 8.63548  8.78118 0.08906 0.46208   0.46154 0.45849  0.4359 0.48718 0.02512 1.92796   1.91082 1.90027 1.83537 2.02707 0.11418 10.90139  10.88664 10.83019 10.74721 11.06986 0.15131  -0.316    0.159  -3.676    0.131  -10101.933  140.6829   -315.9994   26.1885   -40.0926   7.1178 10106.7956   141.444 0.92  156  116.078
    collinder_106     205.96     -0.436 0.426809 0.161245   0.153572 0.135903 0.113865 0.212886 0.047616 0.334679   0.325459 0.311314 0.285059 0.384063 0.053495 0.214161   0.215153 0.223479 0.088741 0.329452  0.11119  -0.431914          nan  -0.491548        nan        nan   0.43788 0.73      190    188  1.0   843.44365   829.30473   787.59951   764.78174   927.71119    88.50687 -0.23501 -0.27922 -0.24787 -0.32042 -0.05086 0.14372   7.0726  7.07144 7.07168 7.06869  7.07337  0.0186 0.51938   0.51837 0.51793 0.50204 0.53469 0.01866 0.86064    0.8597 0.85463 0.83265 0.89709 0.04069 10.69309  10.69488 10.70276 10.65966 10.72738 0.04023  -1.586    0.196    0.52    0.196  -9701.5691   96.0487   -662.3705   46.6113    20.5903   3.0493  9724.4646   99.0181 1.89  245   86.814
    collinder_107     206.84    -0.9755 0.368788 0.438574   0.438931 0.437902 0.303849 0.574395 0.125912 0.621712   0.638525 0.690826 0.522116 0.711343 0.084585 0.309532   0.318162 0.401432 0.109143 0.492727  0.16991   0.321117          nan   0.385837        nan        nan  0.537815 0.86       85     75  1.0  1331.98056  1344.54651  1368.32256  1204.30722  1415.50911   125.80743 -0.72918 -0.74366 -0.62524 -0.77478 -0.70902 0.05163   7.0949   7.0969 7.13464  7.0504  7.13848 0.04114 0.46951   0.46926 0.46224  0.4466 0.49515 0.02349 1.70519   1.70615 1.70787 1.63592 1.77027 0.06282 10.67729  10.68028  10.6827  10.6411 10.70649 0.03415  -1.359    0.186   0.665    0.198  -9794.1709  128.9556   -740.0516   66.2033     5.4147   6.1562  9821.7963  133.6375 2.37  314  296.638
    collinder_110    209.638     -1.886  0.61907  0.15489   0.154193 0.153074 0.141537 0.167647 0.013464 0.681703   0.678445 0.672467 0.636592  0.72839 0.047114 0.167196   0.167206 0.166243 0.128314 0.207608 0.039406  -0.122879          nan  -0.118877        nan        nan  0.132856 0.48     1338   1340  1.0  9829.63137  9766.20934  9593.31868  8757.13827  10741.0358  1124.11337  0.06089   0.2404  0.08395  0.23872  0.24133 0.00131  9.27421  9.25295 9.25055 9.24985  9.30065 0.02464 0.42094   0.42053 0.41956 0.41142 0.42964 0.00947 1.28362   1.28968 1.29993 1.26234 1.30236 0.01751 11.63166  11.63883 11.64241 11.59517 11.65159 0.02248  -1.099    0.107  -2.043    0.105  -10296.378  140.8961  -1111.4745   80.6475   -40.0923   8.2534 10356.1868  148.6676 1.94 1218  515.986
    collinder_115    210.804     -0.258 0.255726 0.065437   0.063397 0.061195 0.052457 0.077351 0.014735 0.359438   0.353973 0.336664 0.283661 0.438914 0.070836 0.135791   0.127742 0.084769 0.042706 0.228826 0.085939  -0.019952          nan  -1.198877        nan        nan  1.060394 0.69      295    310  1.0  1622.49566  1596.66048  1524.70536  1477.47057  1790.85246   157.39476 -0.22566 -0.44612 -0.15636 -0.60062 -0.34313 0.13864  8.32023  8.34555 8.42575  8.1749  8.44905 0.12685 0.45033   0.45151 0.45077 0.43478 0.46488 0.01569 1.19242    1.1841 1.17176 1.14985 1.24001 0.04774 11.44818  11.46825 11.48114 11.34238 11.53888 0.09396  -1.293    0.087  -0.566    0.091 -10065.4036   70.5486   -1026.871    42.351    23.9674   4.8773 10118.1917    74.371 2.61  301  122.309
    collinder_185    255.067      0.545 0.277891 0.118145    0.09842 0.077583 0.058031 0.186082 0.067757 0.367968   0.357756 0.325247 0.273791 0.473644 0.090568 0.441225   0.467587 0.539964 0.215715 0.640329 0.195472   0.493809          nan   0.513447        nan        nan  0.467366  0.8       76     66  1.0   382.44797   385.05151   286.40127   278.15178   488.17463    90.02065 -0.19703 -0.11269 -0.21419  -0.3943  -0.0465 0.16723  8.14407  8.15967 8.20311 7.99384  8.29183 0.16247 0.35785   0.35955 0.35979 0.33708 0.38202 0.02516 0.78898   0.79068 0.78948 0.69806 0.88386 0.09212 10.85913  10.85922 10.85857 10.77073 10.94594 0.08068   -4.94    0.085   3.868    0.068  -8728.7567   11.8804  -1461.6679   39.8266    42.5541   5.1809  8850.0507   17.5272 1.72   90   66.562
    collinder_197    261.517      0.956 0.434858 0.159968   0.154687 0.143572   0.1208 0.202855 0.038447 0.280331   0.274967 0.267351  0.25535 0.306416 0.026921 0.245052   0.249055  0.25727 0.183784 0.304986 0.061539   1.117031          nan   1.400204        nan        nan  1.165717  0.5      244    242 0.98   710.14367   683.29669    652.1912   598.84966    841.2474   122.70426 -0.36206 -0.28752 -0.32924 -0.35956 -0.22299 0.06005  6.62863  6.62129 6.61703 6.60317  6.66642 0.03471 0.43258   0.43161  0.4336 0.41337 0.45289  0.0202 2.07535   2.06467 2.06004 1.96179 2.18851 0.12714  9.69459   9.70094  9.73746  9.62142  9.76044 0.06006  -5.708    0.275   4.076    0.267  -8480.2553     5.417   -941.7866   33.6828    43.3451   2.1979   8532.247    8.9508 1.53  333   34.556
    collinder_205    269.203     -1.851 0.121486 0.022313   0.021374 0.019991 0.017169 0.027519 0.005616 0.210041   0.214874 0.228621 0.183796 0.234778 0.024132 0.239667    0.24028 0.268499 0.083938 0.389211 0.136361  -0.559661          nan  -0.609145        nan        nan  0.419282  0.5      133    129  1.0   534.88643   537.49745   548.96964   390.31584   665.30317   120.65252 -0.83878 -0.78421 -0.84274 -0.89263 -0.35164 0.23933  6.34486  6.33623 6.33056 6.32826  6.34762 0.03379 0.50797   0.51079 0.51325 0.46043 0.55396 0.04192 2.48785   2.44885 2.43463 2.36828 2.58607 0.16481 11.15422  11.15355 11.14949 11.09387 11.21583 0.05557  -4.761    0.277   3.985    0.159  -8365.5263    4.5151  -1823.4133  224.5951   -31.6935   8.4793  8561.4357   58.5352 1.58  139   16.158
    collinder_220 284.553769  -0.349824 0.197789 0.143502   0.133195 0.113414 0.087168 0.203094 0.057243 0.311336   0.311453 0.301638 0.263976 0.361236 0.044924 0.376542   0.388334 0.411508  0.21082 0.529372 0.153322  -0.603743          nan  -0.739752        nan        nan  0.340142 0.83      191    184  1.0   1115.7799  1118.10303  1222.11443   988.38914  1246.98732   120.82067  0.18941  0.03156  0.19992   0.0216  0.03598 0.19667  8.51331  8.50809 8.49447 8.44481   8.5971 0.07093 0.41813   0.42045 0.42018 0.40341 0.43182 0.01449 0.68415   0.67917 0.67882 0.63812  0.7318 0.05053  11.8919  11.89883 11.91097 11.83585 11.94136 0.04926   -7.35    0.088   2.695    0.084  -7724.6331   44.2881  -2365.3493  169.9039    10.1908   3.3549  8080.4156    8.8768 1.67  176   101.25
    collinder_258    299.974      1.966 0.293936 0.070797     0.0644 0.058917 0.050431 0.090483 0.025225  0.41411   0.417054 0.428099 0.310778 0.519541 0.094847 0.176108   0.158366 0.099472 0.051029 0.303504  0.11962    0.04846          nan   0.088404        nan        nan  0.666542 0.78      146    157  1.0   631.41153   628.75155   638.84112   535.75495   716.16576    92.91406 -0.10141 -0.03652 -0.11584 -0.10069 -0.01692 0.17488  8.27334  8.29893 8.32371 8.10369  8.41745 0.16968 0.44872   0.44643 0.44934 0.42857 0.47024 0.02137 0.79001   0.79387 0.79153 0.69573 0.89475 0.10391 10.42422  10.42485 10.42426 10.37273 10.47866 0.04978  -7.029    0.093  -0.255     0.15  -7726.6561   11.6848  -1064.9418   18.8456    66.9999   4.2534   7800.204    9.4507 2.03  168   79.519
    collinder_261    301.696     -5.537 0.185721  0.05891   0.058726 0.058553 0.054902 0.062877 0.004137 0.244476   0.244316 0.244458 0.233671 0.254787 0.010609 0.031392   0.027337 0.014003 0.007994 0.054854 0.023337   0.232354          nan   0.959767        nan        nan  0.904559 0.22     1528   1549  1.0 32599.44796 32361.89882 31597.47501 30162.31834 35200.01345  2651.70585  0.14552   0.0304  0.18871  0.02807  0.03392 0.00362   9.7548  9.75019 9.75012 9.74684  9.75289 0.03659 0.42283   0.42246 0.42162 0.41576 0.43043 0.00714 0.88416   0.86622 0.86425 0.85987 0.90696 0.04173 12.25151  12.26721 12.26639 12.23859 12.28365 0.05218  -6.366    0.133  -2.679    0.138  -6891.8096   93.2238   -2345.896  150.5361  -244.8659  17.9962  7285.0048    40.751  2.0 2393  437.184
    collinder_268    305.537     -4.343 0.194948 0.060097   0.056315 0.051615 0.043809 0.075926 0.018723 0.323577    0.32781 0.345814 0.280074 0.368493   0.0415 0.238729    0.23991 0.246521 0.098391 0.370872 0.124328   0.019255          nan   0.028885        nan        nan  0.403533  0.8      306    304  1.0  1732.70522  1744.98037  1805.00663  1586.57297  1861.55598   155.12902 -0.21469  -0.2451  -0.2101 -0.43903  0.10329 0.23215  8.41582  8.44073 8.45653 8.31238  8.50643 0.10563 0.42738   0.42683 0.43073  0.4065 0.44715 0.01981 1.57259   1.58427 1.60942  1.5136 1.63119 0.06688 11.85232  11.84961 11.85214 11.79035 11.90754 0.07893  -5.509    0.075  -0.368    0.075  -6877.5472   78.6723  -2050.9516  110.4577  -168.1086  11.7675  7179.6949    44.509 2.09  252   97.434
    collinder_269     306.21     -3.539 0.212988 0.098606   0.090619 0.074504 0.057673 0.139102 0.042576 0.237073   0.225435 0.196928 0.167124 0.313399   0.0708 0.273413   0.250072 0.134197 0.083685 0.475655  0.17895    0.49269          nan   1.176129        nan        nan   0.91532 0.87       71     83  1.0   651.33081   651.84054   654.87933   561.95466   735.61252   102.85809  0.05201  0.84937  0.06589  0.51132  0.89971 0.25197  8.79839  8.81826 8.84047 8.72285  8.85947 0.06911 0.45688     0.456 0.45641    0.44   0.472 0.01923 0.69881   0.69162 0.69216 0.56883 0.82653 0.12724 11.06047  11.06589 11.08125  10.9807 11.13256 0.07119  -5.087    0.098  -2.438    0.126  -7360.3915   69.2726  -1337.0283   94.4108   -78.1957   7.5712  7481.8101   50.4842 1.69  125   56.733
    collinder_271    307.093     -1.637 0.099528 0.069374   0.063852 0.051192 0.038341 0.101458 0.031137 0.154519   0.155846 0.157839  0.12597 0.183725 0.026228  0.26126   0.248467  0.16354 0.076673 0.442528 0.166087   0.039037          nan   0.040476        nan        nan  0.659147 0.91      133    149  1.0   588.18899   583.89192   568.37082   505.91786   681.58899    85.22498  0.06705  0.22697  0.14585  0.06898  0.58051 0.30309  7.68455  7.67386 7.54982 7.43966  7.92236 0.22953 0.38373   0.38462 0.37628 0.35165 0.41758 0.03151 1.54631   1.54525 1.54587 1.45183 1.63733 0.09113   11.981  11.97947 11.97253 11.92121 12.04029 0.05839  -5.758    0.065  -1.526    0.058  -6718.9981   70.7098  -2149.4352   92.8233   -53.0761   5.8298  7054.8699   40.9117 1.81   95   58.632
    collinder_272 307.567661   1.200039 0.159613 0.107149   0.106401 0.105851 0.074432 0.139274 0.029837 0.184476   0.177287 0.168625 0.155488 0.214413 0.032558 0.161356   0.148067 0.096665 0.050615 0.272218  0.10382   0.403172          nan   0.519417        nan        nan  0.667957 0.72      166    177  1.0   2011.7853   1889.7494  2288.00123  1731.68292  2300.15416   275.30908 -0.52652 -0.37531 -0.52556  -0.5639 -0.37055 0.08019  7.39883  7.39819 7.39785 7.39178  7.40501 0.00911 0.45521   0.45385 0.45993 0.44359 0.46667 0.01295 1.69328   1.69531 1.69656 1.67643 1.71011 0.02474 11.22486    11.214 11.20829 11.19796   11.263 0.04562  -3.476    0.093  -1.804    0.121  -7021.6517   84.0409  -1712.6285  108.6646    67.5792   4.1663  7228.3078    55.607 2.29  390  114.281
    collinder_277    308.655     -3.827 0.358762 0.077079   0.074845 0.072002 0.062052 0.091852 0.016173 0.576031   0.583512  0.59689 0.485818 0.666138 0.083276 0.193797   0.186969 0.173763 0.061985 0.324277  0.11834   0.248934          nan   0.295706        nan        nan  0.469576 0.72      284    289  1.0  1477.93242  1429.69058  1423.42496  1283.75915  1700.66481    158.0062  0.24447  0.32403   0.2432  0.23458  0.33733 0.04949  8.95664  8.95689 8.95744 8.94972  8.96295 0.00722 0.43583   0.43939 0.44342 0.42045 0.44697 0.01335 0.63027   0.62911 0.63209 0.60333 0.65021 0.02921 11.00798  11.00333 10.99578  10.9863 11.03174 0.02487   -9.25    0.081  -4.121    0.101  -7318.1724   32.1882   -1282.031   40.2608    -85.837   6.4397  7429.8879   25.0414 2.27  267  102.087
    collinder_292     325.04     -2.584 0.232543 0.133564   0.129725 0.116886 0.079683 0.184459 0.051466 0.252406   0.238035 0.218244 0.189222 0.318657 0.066831  0.27826    0.26187  0.14989 0.079495 0.477689  0.17866   0.416374          nan   0.674426        nan        nan  0.699291 0.93      103    119  1.0   761.02377   728.16105   698.17241   659.68428   902.99794   115.64489  0.06662  0.25823  0.17688 -0.06816   0.5054 0.29431  8.20993  8.20928 8.28371 8.05484  8.37774  0.1511 0.37611   0.37594 0.37893 0.35338  0.3985 0.02365 1.44328   1.44906 1.47992 1.33706 1.53519 0.10039 11.20571  11.20378 11.19516 11.12876 11.28191 0.07269  -2.444    0.075  -2.233    0.066   -6824.613   40.2321  -1057.8574   28.2367   -60.2025     5.75  6908.6198   35.6693 2.15  133   81.955
    collinder_307    334.388     -2.321 0.172463 0.063212   0.058929 0.054927 0.045365 0.079944 0.020895 0.257885   0.257147 0.252887 0.208802 0.308589 0.044947 0.226981    0.22763 0.232669 0.103249 0.344135  0.11356  -0.621029          nan  -0.584106        nan        nan  0.381353 0.71      232    231  1.0  1241.13489  1237.52668  1242.42089  1073.74076  1382.87414   151.84793 -0.11531  0.31825 -0.15731 -0.15865  0.35854 0.25268  8.60027  8.60603 8.60637 8.54724  8.65427 0.05981 0.47039   0.47027 0.46885 0.44865  0.4973 0.02484 2.57866   2.58724 2.59201 2.54933 2.62623 0.05964 11.16479  11.14851 11.14998  11.1066 11.20088 0.07701   -0.76    0.112  -3.318    0.097  -6620.5154   59.4678   -824.8135   28.8777   -55.7943   3.9972  6671.7951   55.4981 1.31  186   70.672
    collinder_338     351.74     -3.236 0.571578 0.268938   0.252415 0.217897 0.165277 0.381314 0.103416 0.587399    0.56132 0.528366 0.471256 0.704623 0.127106 0.169305   0.152755 0.091196 0.045741    0.292 0.117355  -0.108479          nan  -1.042695        nan        nan  0.856625 0.65       46     50  1.0    229.8576   223.44096   195.76943   181.66714   270.37873    51.89084 -0.04904 -0.41362  0.12591 -0.58088 -0.15035 0.27775  8.20296  8.20409 8.30968 7.96245  8.42114 0.21978 0.43988   0.44156  0.4367 0.41558 0.46753  0.0309 0.84955   0.82078 0.76092 0.64262 1.08394 0.20073  9.05939   9.05926  9.06092  9.01821  9.10142 0.03826   2.465    0.129  -1.952    0.133  -7693.4474    9.4796    -93.8129    3.3914   -11.7454   2.8873  7694.0112    9.4617 1.59   77   43.024
     collinder_74    199.019    -10.379 0.166376 0.038517   0.035334 0.032206 0.026283 0.049712 0.014616 0.197066   0.189912 0.172854 0.151651 0.246379   0.0462 0.167569   0.146649 0.084454 0.047419 0.293114 0.116749  -0.453529          nan  -1.071091        nan        nan  0.911393 0.61       79     85  1.0  1306.37663  1307.05618  1391.15429  1119.05016  1470.48588   174.19562  0.02347  0.24535 -0.05569 -0.03819   0.3091 0.19854  9.54459  9.54497  9.5473 9.50067  9.57115 0.04973 0.43895   0.44079 0.44028 0.42105 0.46053 0.01952 0.85041   0.87134 0.91706 0.75057 0.93602 0.09434 11.77735  11.78111 11.80799  11.6879 11.86213 0.09265   0.963     0.09  -1.546    0.075 -10789.3492  168.8142   -841.6316   58.3635  -440.3242  31.9758 10830.6971  173.9084 1.09  153   81.149
     collinder_95    201.825      0.049  0.24716 0.233504   0.228403 0.202251 0.158709 0.310842 0.071192 0.377268   0.377785 0.374402 0.327139 0.432674 0.054216  0.57754   0.609493 0.624351 0.530554 0.664479 0.140059  -0.576409          nan  -0.633242        nan        nan  0.378532 0.53       80     77  1.0   249.63459   230.29955   224.34115   193.26323   332.74973    61.32081 -0.13254  0.62503 -0.17692  0.61262  0.63835 0.07648  6.74686  6.73981 6.73383 6.71526  6.77301 0.03035 0.40985   0.40816 0.41036 0.39286 0.42347 0.01636 0.78707   0.81188 0.83316 0.68417 0.88276 0.11247  8.97296   8.96817  8.96177  8.92711  9.01689 0.04091  -2.227    0.226  -5.082    0.311  -8960.1261   16.5068   -247.8068    6.9175    29.8848    2.203  8963.6127   16.6829 1.26  200   43.627
       czernik_23     180.54      0.819 0.121857 0.018799   0.017962 0.016705  0.01377 0.023524  0.00556 0.179311   0.181048  0.18285 0.137937 0.221083 0.037358 0.155018   0.141027 0.094205 0.046405 0.264793 0.101998    0.36758          nan   0.933954        nan        nan  0.834447 0.71      111    118  1.0  1301.47932  1306.56021  1342.93736  1046.41499  1559.48363   215.54884 -0.83935 -0.51992 -0.94942 -0.58502 -0.43452 0.09523  8.57548  8.56213 8.54958 8.51089  8.66299 0.08104 0.46305   0.46667 0.46502 0.43333     0.5 0.03301 1.91783   1.92561 1.96117 1.83261 1.99556  0.0786 12.40777  12.37444 12.34803 12.23221 12.61754 0.17607  -0.012     0.07   -1.77    0.075 -12178.5058  557.5505    -35.1869    6.7323    93.1507  10.5135 12178.9082  557.6226 1.59  122    68.11
